Open_Time,CI_Cat,CI_Subcat,Category,No_of_Related_Incidents,No_of_Related_Changes
2013-10-24 15:14:00,displaydevice,Monitor,incident,0,0
2013-10-24 15:38:00,application,Server Based Application,incident,0,0
2013-10-24 15:39:00,subapplication,Server Based Application,incident,0,0
2013-10-24 15:54:00,application,Server Based Application,request for information,0,0
2013-10-24 16:08:00,application,Web Based Application,incident,0,0
2013-10-24 16:09:00,computer,Banking Device,incident,0,0
2013-10-24 16:20:00,subapplication,Server Based Application,request for information,0,0
2013-10-24 16:24:00,subapplication,Web Based Application,incident,0,0
2013-10-24 16:41:00,subapplication,Web Based Application,incident,0,0
2013-10-24 16:51:00,application,Server Based Application,incident,0,0
2013-10-24 17:14:00,subapplication,Web Based Application,incident,0,0
2013-10-24 17:21:00,storage,SAN,incident,0,0
2013-10-24 17:27:00,application,Server Based Application,incident,0,0
2013-10-24 18:32:00,application,Server Based Application,request for information,0,0
2013-10-25 06:10:00,networkcomponents,Lines,incident,0,0
2013-10-25 07:55:00,application,Server Based Application,incident,0,0
2013-10-25 08:15:00,subapplication,Server Based Application,request for information,0,0
2013-10-25 08:41:00,computer,Laptop,incident,0,0
2013-10-25 08:49:00,computer,Desktop,incident,0,0
2013-10-25 08:51:00,subapplication,Citrix,incident,0,0
2013-10-25 08:58:00,application,Web Based Application,incident,0,0
2013-10-25 09:12:00,computer,VDI,incident,0,0
2013-10-25 09:20:00,application,Server Based Application,request for information,0,0
2013-10-25 09:28:00,application,Server Based Application,incident,0,1
2013-10-25 09:31:00,application,Server Based Application,incident,0,0
2013-10-25 09:39:00,subapplication,Server Based Application,request for information,0,0
2013-10-25 09:43:00,application,Server Based Application,request for information,0,0
2013-10-25 10:17:00,application,Web Based Application,incident,0,0
2013-10-25 10:22:00,subapplication,Web Based Application,incident,0,0
2013-10-24 13:55:00,application,Server Based Application,incident,0,0
2013-10-24 14:16:00,application,Server Based Application,request for information,0,0
2013-10-24 14:21:00,subapplication,Server Based Application,request for information,0,0
2013-10-24 14:23:00,application,Web Based Application,incident,0,0
2013-10-24 14:29:00,subapplication,Server Based Application,request for information,0,0
2013-10-24 14:31:00,computer,Banking Device,incident,0,0
2013-10-24 14:35:00,application,Web Based Application,incident,0,0
2013-10-24 14:38:00,application,Server Based Application,incident,0,0
2013-10-24 14:39:00,application,Web Based Application,incident,0,0
2013-10-24 14:41:00,application,Server Based Application,request for information,0,0
2013-10-24 14:44:00,subapplication,Web Based Application,incident,0,0
2013-10-24 15:01:00,application,Server Based Application,request for information,0,0
2013-10-24 15:02:00,application,Server Based Application,incident,0,0
2013-10-24 15:03:00,application,Server Based Application,request for information,0,0
2013-10-24 15:11:00,application,Server Based Application,request for information,0,0
2013-10-24 15:13:00,subapplication,Web Based Application,incident,0,0
2013-10-24 15:15:00,application,SAP,request for information,0,0
2013-10-24 15:23:00,application,Server Based Application,incident,0,0
2013-10-24 15:25:00,application,Desktop Application,request for information,0,0
2013-10-24 15:39:00,subapplication,Web Based Application,incident,0,0
2013-10-24 15:45:00,application,Server Based Application,incident,0,0
2013-10-24 15:48:00,officeelectronics,Printer,incident,0,0
2013-10-24 16:14:00,application,Standard Application,incident,0,0
2013-10-24 16:17:00,application,Server Based Application,incident,0,0
2013-10-24 16:23:00,application,Server Based Application,request for information,0,0
2013-10-24 16:32:00,application,Server Based Application,incident,0,0
2013-10-24 16:33:00,application,Server Based Application,request for information,0,0
2013-10-24 16:52:00,application,Web Based Application,incident,0,0
2013-10-24 16:54:00,application,Desktop Application,incident,0,0
2013-10-24 16:57:00,application,Client Based Application,incident,0,0
2013-10-24 17:03:00,hardware,Keyboard,incident,0,0
2013-10-24 17:41:00,subapplication,Web Based Application,incident,0,0
2013-10-24 17:47:00,subapplication,Web Based Application,incident,0,0
2013-10-25 08:17:00,application,Server Based Application,incident,0,0
2013-10-25 08:47:00,application,Server Based Application,request for information,0,0
2013-10-25 08:49:00,application,Server Based Application,incident,0,0
2013-10-25 08:55:00,application,Web Based Application,incident,0,0
2013-10-25 08:58:00,subapplication,Web Based Application,incident,0,0
2013-10-25 09:00:00,application,Server Based Application,request for information,0,0
2013-10-24 14:26:00,application,Server Based Application,incident,0,0
2013-10-24 14:28:00,application,Server Based Application,request for information,0,0
2013-10-24 14:36:00,subapplication,Standard Application,incident,0,0
2013-10-24 14:41:00,application,Web Based Application,incident,0,0
2013-10-24 14:58:00,computer,Banking Device,incident,0,0
2013-10-24 15:06:00,computer,Banking Device,incident,0,0
2013-10-24 15:10:00,application,Desktop Application,incident,0,0
2013-10-24 15:12:00,subapplication,Web Based Application,incident,0,0
2013-10-24 15:20:00,subapplication,Web Based Application,incident,0,0
2013-10-24 15:20:00,application,Web Based Application,incident,0,0
2013-10-24 15:26:00,application,Server Based Application,request for information,0,0
2013-10-24 15:32:00,software,System Software,incident,0,0
2013-10-24 15:36:00,subapplication,Web Based Application,incident,0,0
2013-10-24 15:39:00,subapplication,Web Based Application,incident,0,0
2013-10-24 15:43:00,application,Server Based Application,incident,0,0
2013-10-24 15:44:00,subapplication,Web Based Application,incident,0,0
2013-10-24 15:45:00,application,Web Based Application,incident,0,0
2013-10-24 15:48:00,application,Server Based Application,incident,0,0
2013-10-24 15:51:00,application,Server Based Application,request for information,0,0
2013-10-24 16:06:00,application,Web Based Application,incident,0,0
2013-10-24 16:08:00,computer,Laptop,incident,0,0
2013-10-24 16:19:00,application,Server Based Application,incident,0,0
2013-10-24 16:35:00,application,Server Based Application,incident,0,0
2013-10-24 16:51:00,application,Desktop Application,incident,0,0
2013-10-24 17:04:00,computer,Banking Device,incident,0,0
2013-10-24 17:29:00,application,Desktop Application,incident,0,0
2013-10-25 08:41:00,application,Server Based Application,incident,0,0
2013-10-25 08:55:00,application,Desktop Application,incident,0,0
2013-10-25 08:51:00,application,Server Based Application,request for information,0,0
2013-10-25 08:54:00,subapplication,Web Based Application,incident,0,0
2013-10-25 09:01:00,application,SAP,request for information,0,0
2013-10-25 09:15:00,subapplication,Web Based Application,incident,0,0
2013-10-25 09:19:00,application,Server Based Application,incident,0,0
2013-10-25 09:24:00,subapplication,Web Based Application,incident,0,0
2013-10-25 09:28:00,application,SAP,incident,0,0
2013-10-25 09:28:00,subapplication,Web Based Application,incident,0,0
2013-10-25 09:31:00,application,Server Based Application,request for information,0,0
2013-10-25 09:36:00,application,Server Based Application,incident,0,0
2013-10-25 09:37:00,application,Desktop Application,incident,0,0
2013-10-25 09:53:00,application,Server Based Application,request for information,0,0
2013-10-25 09:54:00,application,Server Based Application,request for information,0,0
2013-10-25 09:58:00,application,Server Based Application,request for information,0,0
2013-10-25 10:03:00,application,SAP,request for information,0,0
2013-10-25 10:05:00,application,SAP,request for information,0,0
2013-10-25 10:11:00,application,Server Based Application,request for information,0,0
2013-10-25 10:15:00,application,Web Based Application,incident,0,0
2013-10-25 10:16:00,application,Server Based Application,incident,0,0
2013-10-25 10:21:00,application,Server Based Application,request for information,0,0
2013-10-25 10:23:00,application,Server Based Application,request for information,0,0
2013-10-25 10:31:00,application,SAP,request for information,0,0
2013-10-25 10:34:00,application,Server Based Application,request for information,0,0
2013-10-25 10:39:00,application,SAP,request for information,0,0
2013-10-25 10:43:00,application,Server Based Application,request for information,0,0
2013-10-25 10:49:00,application,Server Based Application,request for information,0,0
2013-10-25 10:51:00,application,Server Based Application,request for information,0,0
2013-10-25 10:58:00,application,Web Based Application,incident,0,0
2013-10-25 11:02:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:06:00,computer,Banking Device,incident,0,0
2013-10-25 11:09:00,application,Server Based Application,request for information,0,0
2013-10-25 11:10:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:15:00,application,Desktop Application,incident,0,0
2013-10-25 11:16:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:17:00,application,Server Based Application,request for information,0,0
2013-10-25 11:19:00,application,Web Based Application,incident,0,0
2013-10-25 09:09:00,subapplication,Web Based Application,incident,0,0
2013-10-25 09:15:00,application,Server Based Application,incident,0,0
2013-10-25 09:20:00,subapplication,Web Based Application,incident,0,0
2013-10-25 09:26:00,application,Server Based Application,incident,0,0
2013-10-25 09:29:00,application,Server Based Application,incident,0,0
2013-10-25 09:34:00,subapplication,Server Based Application,request for information,0,0
2013-10-25 09:34:00,subapplication,Web Based Application,incident,0,0
2013-10-25 09:50:00,application,Server Based Application,incident,0,0
2013-10-25 09:53:00,hardware,DataCenterEquipment,incident,0,0
2013-10-25 09:53:00,application,Web Based Application,incident,0,0
2013-10-25 10:03:00,application,Desktop Application,incident,0,0
2013-10-25 10:23:00,subapplication,Server Based Application,incident,0,0
2013-10-25 10:26:00,application,Server Based Application,request for information,0,0
2013-10-25 10:29:00,application,Server Based Application,incident,0,0
2013-10-25 10:29:00,application,Server Based Application,request for information,0,0
2013-10-25 10:34:00,application,Server Based Application,incident,0,0
2013-10-25 10:44:00,storage,SAN,incident,0,0
2013-10-25 10:48:00,application,Desktop Application,request for information,0,0
2013-10-25 10:50:00,storage,SAN,incident,0,0
2013-10-25 10:52:00,application,Server Based Application,request for information,0,0
2013-10-25 10:55:00,computer,Laptop,incident,0,0
2013-10-25 11:08:00,application,Server Based Application,request for information,0,0
2013-10-25 11:25:00,subapplication,Server Based Application,request for information,0,0
2013-10-25 11:30:00,application,Server Based Application,incident,0,0
2013-10-25 11:33:00,application,Desktop Application,incident,0,0
2013-10-25 11:36:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:38:00,application,Server Based Application,request for information,0,0
2013-10-25 11:41:00,application,Desktop Application,incident,0,0
2013-10-25 11:43:00,application,Server Based Application,request for information,0,0
2013-10-25 12:18:00,application,Client Based Application,incident,0,0
2013-10-25 12:32:00,application,Server Based Application,incident,0,0
2013-10-25 12:47:00,application,Server Based Application,incident,0,0
2013-10-25 13:25:00,subapplication,Web Based Application,incident,0,0
2013-10-25 13:30:00,application,Server Based Application,request for information,0,0
2013-10-25 13:54:00,application,Server Based Application,request for information,0,0
2013-10-25 14:00:00,application,Server Based Application,request for information,0,0
2013-10-25 14:06:00,application,Server Based Application,incident,0,0
2013-10-25 14:45:00,application,Server Based Application,incident,0,0
2013-10-25 09:23:00,storage,SAN,incident,0,0
2013-10-25 09:48:00,application,Server Based Application,incident,0,0
2013-10-25 09:54:00,application,Web Based Application,request for information,0,0
2013-10-25 09:55:00,application,Web Based Application,incident,0,0
2013-10-25 10:01:00,application,Desktop Application,incident,0,0
2013-10-25 10:11:00,application,Server Based Application,incident,0,0
2013-10-25 10:21:00,subapplication,Web Based Application,incident,0,0
2013-10-25 10:23:00,application,Web Based Application,incident,0,0
2013-10-25 10:26:00,subapplication,Web Based Application,incident,0,0
2013-10-25 10:36:00,subapplication,Web Based Application,incident,0,0
2013-10-25 10:44:00,application,Client Based Application,incident,0,0
2013-10-25 10:44:00,storage,SAN,incident,0,0
2013-10-25 10:44:00,application,Desktop Application,incident,0,0
2013-10-25 10:56:00,application,Web Based Application,incident,0,0
2013-10-25 11:00:00,subapplication,Server Based Application,incident,0,0
2013-10-25 11:06:00,application,Web Based Application,incident,0,0
2013-10-25 11:07:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:20:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:49:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:52:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:59:00,application,Server Based Application,incident,0,0
2013-10-25 12:02:00,subapplication,Server Based Application,request for information,0,0
2013-10-25 12:26:00,application,Web Based Application,incident,0,0
2013-10-25 12:39:00,subapplication,Web Based Application,incident,0,0
2013-10-25 12:55:00,application,Server Based Application,incident,0,0
2013-10-25 13:00:00,application,SharePoint Farm,incident,0,0
2013-10-25 13:04:00,application,Server Based Application,incident,0,0
2013-10-25 13:16:00,application,Server Based Application,incident,0,0
2013-10-25 13:18:00,subapplication,Web Based Application,incident,0,0
2013-10-25 13:20:00,application,Server Based Application,incident,0,0
2013-10-25 13:24:00,application,Server Based Application,request for information,0,0
2013-10-25 13:37:00,subapplication,Server Based Application,incident,0,0
2013-10-25 13:39:00,computer,Banking Device,incident,0,0
2013-10-25 14:02:00,application,Server Based Application,incident,0,0
2013-10-25 14:15:00,application,Server Based Application,request for information,0,0
2013-10-25 14:19:00,application,Web Based Application,incident,0,0
2013-10-25 14:20:00,application,Desktop Application,incident,0,0
2013-10-25 10:40:00,subapplication,Web Based Application,incident,0,0
2013-10-25 10:44:00,application,Web Based Application,incident,0,0
2013-10-25 10:51:00,application,Web Based Application,incident,0,1
2013-10-25 10:56:00,subapplication,Server Based Application,incident,0,0
2013-10-25 10:59:00,application,Web Based Application,incident,0,0
2013-10-25 11:06:00,application,Server Based Application,incident,0,0
2013-10-25 11:28:00,application,Web Based Application,incident,0,0
2013-10-25 11:36:00,subapplication,Web Based Application,incident,0,0
2013-10-25 11:39:00,application,Server Based Application,incident,0,0
2013-10-25 11:44:00,application,Web Based Application,incident,0,0
2013-10-25 11:59:00,subapplication,Web Based Application,incident,0,0
2013-10-25 12:16:00,application,Server Based Application,incident,0,0
2013-10-25 12:22:00,application,Web Based Application,incident,0,0
2013-10-25 12:28:00,application,Server Based Application,request for information,0,0
2013-10-25 12:36:00,application,Desktop Application,incident,0,0
2013-10-25 12:50:00,application,Web Based Application,incident,0,0
2013-10-25 13:00:00,application,Server Based Application,incident,0,0
2013-10-25 13:23:00,application,Server Based Application,incident,0,1
2013-10-25 13:54:00,application,Server Based Application,request for information,0,0
2013-10-25 13:59:00,application,Server Based Application,request for information,0,0
2013-10-25 14:04:00,subapplication,Web Based Application,incident,0,0
2013-10-25 14:05:00,application,Web Based Application,incident,0,0
2013-10-25 14:48:00,application,Web Based Application,incident,0,0
2013-10-25 14:58:00,subapplication,Web Based Application,incident,0,0
2013-10-25 15:06:00,computer,Banking Device,incident,0,0
2013-10-25 15:12:00,application,Server Based Application,incident,0,0
2013-10-25 15:13:00,application,Server Based Application,request for information,0,0
2013-10-25 15:30:00,application,Server Based Application,request for information,0,0
2013-10-25 15:46:00,subapplication,Web Based Application,incident,2,0
2013-10-25 15:49:00,application,Server Based Application,request for information,0,0
2013-10-25 16:01:00,displaydevice,Monitor,incident,0,0
2013-10-25 16:10:00,application,Web Based Application,incident,1,1
2013-10-25 16:11:00,application,Desktop Application,incident,0,0
2013-10-25 16:19:00,subapplication,Web Based Application,incident,0,0
2013-10-25 16:23:00,application,Web Based Application,incident,0,0
2013-10-25 16:28:00,application,Web Based Application,incident,1,0
2013-10-25 16:32:00,subapplication,Server Based Application,request for information,0,0
2013-10-25 11:21:00,application,Server Based Application,incident,0,0
2013-10-25 11:33:00,application,Web Based Application,incident,0,0
2013-10-25 11:35:00,application,Web Based Application,incident,0,0
2013-10-25 11:52:00,application,Web Based Application,incident,0,0
2013-10-25 12:06:00,application,Web Based Application,request for information,0,0
2013-10-25 12:07:00,application,Server Based Application,incident,0,0
2013-10-25 12:07:00,application,Server Based Application,request for information,0,0
2013-10-25 12:11:00,application,Server Based Application,request for information,0,0
2013-10-25 12:16:00,application,Web Based Application,incident,0,0
2013-10-25 12:18:00,subapplication,Web Based Application,incident,0,0
2013-10-25 12:24:00,application,Server Based Application,incident,0,0
2013-10-25 12:40:00,subapplication,Web Based Application,incident,0,0
2013-10-25 12:45:00,subapplication,Web Based Application,incident,0,0
2013-10-25 12:45:00,application,Server Based Application,request for information,0,0
2013-10-25 13:06:00,subapplication,Server Based Application,request for information,0,0
2013-10-25 13:17:00,application,Server Based Application,incident,0,0
2013-10-25 13:17:00,application,Server Based Application,incident,0,0
2013-10-25 13:31:00,application,Server Based Application,request for information,0,0
2013-10-25 13:31:00,subapplication,Web Based Application,incident,0,0
2013-10-25 13:38:00,storage,SAN,request for information,0,0
2013-10-25 13:39:00,application,Desktop Application,incident,0,0
2013-10-25 13:46:00,application,Desktop Application,request for information,0,0
2013-10-25 13:46:00,application,Web Based Application,incident,0,0
2013-10-25 13:57:00,application,Web Based Application,incident,0,0
2013-10-25 13:59:00,application,Desktop Application,request for information,0,0
2013-10-25 14:01:00,application,Server Based Application,incident,0,0
2013-10-25 14:01:00,application,Client Based Application,request for information,0,0
2013-10-25 14:10:00,computer,Banking Device,incident,0,0
2013-10-25 14:11:00,subapplication,Server Based Application,request for information,0,0
2013-10-25 14:13:00,computer,Banking Device,incident,0,0
2013-10-25 14:15:00,computer,Laptop,incident,0,0
2013-10-25 14:25:00,application,Server Based Application,incident,0,0
2013-10-25 14:25:00,subapplication,Web Based Application,incident,0,0
2013-10-25 14:28:00,subapplication,Web Based Application,incident,0,0
2013-10-25 14:44:00,storage,Controller,incident,0,0
2013-10-25 14:48:00,subapplication,Web Based Application,incident,0,0
2013-10-25 14:25:00,subapplication,Web Based Application,incident,0,0
2013-10-25 14:25:00,application,Web Based Application,incident,0,0
2013-10-25 14:29:00,subapplication,Web Based Application,incident,0,0
2013-10-25 14:34:00,application,Desktop Application,incident,0,0
2013-10-25 14:46:00,application,Server Based Application,incident,0,0
2013-10-25 14:49:00,computer,Laptop,incident,0,0
2013-10-25 14:52:00,application,Server Based Application,incident,1,0
2013-10-25 15:05:00,subapplication,Web Based Application,incident,0,0
2013-10-25 15:09:00,application,Desktop Application,request for information,0,0
2013-10-25 15:37:00,application,Server Based Application,request for information,0,0
2013-10-25 15:40:00,application,Server Based Application,incident,0,0
2013-10-25 15:54:00,subapplication,Web Based Application,incident,0,0
2013-10-25 15:56:00,application,Server Based Application,incident,0,0
2013-10-25 16:14:00,subapplication,Web Based Application,incident,0,0
2013-10-25 16:14:00,application,Web Based Application,incident,0,0
2013-10-25 16:22:00,storage,Controller,incident,0,0
2013-10-25 16:26:00,subapplication,Web Based Application,incident,0,0
2013-10-25 16:28:00,computer,Laptop,incident,0,0
2013-10-25 17:05:00,subapplication,Web Based Application,incident,0,0
2013-10-25 17:22:00,application,Server Based Application,incident,0,0
2013-10-25 14:47:00,application,SAP,request for information,0,0
2013-10-25 14:51:00,application,Server Based Application,request for information,0,0
2013-10-25 15:27:00,application,SAP,request for information,0,0
2013-10-25 15:40:00,application,SAP,request for information,0,0
2013-10-25 15:43:00,application,Server Based Application,request for information,0,0
2013-10-25 15:46:00,application,Server Based Application,request for information,0,0
2013-10-25 15:50:00,subapplication,Web Based Application,request for information,0,0
2013-10-25 15:54:00,application,Desktop Application,request for information,0,0
2013-10-25 16:01:00,application,Server Based Application,incident,0,0
2013-10-25 16:09:00,application,Web Based Application,incident,0,0
2013-10-25 16:14:00,application,Web Based Application,incident,0,0
2013-10-25 16:33:00,subapplication,Web Based Application,incident,0,0
2013-10-25 16:35:00,application,Server Based Application,incident,0,0
2013-10-25 16:48:00,subapplication,Web Based Application,incident,0,0
2013-10-25 17:48:00,computer,Desktop,incident,0,0
2013-10-25 15:08:00,application,Server Based Application,incident,0,0
2013-10-25 15:13:00,subapplication,Web Based Application,incident,0,0
2013-10-25 15:16:00,application,Web Based Application,incident,0,0
2013-10-25 15:20:00,application,Web Based Application,incident,0,0
2013-10-25 15:20:00,software,System Software,incident,0,0
2013-10-25 15:22:00,application,Server Based Application,request for information,0,0
2013-10-25 15:26:00,application,Server Based Application,request for information,0,0
2013-10-25 15:36:00,application,Web Based Application,request for information,0,0
2013-10-25 15:42:00,storage,SAN,request for information,0,0
2013-10-25 15:44:00,application,Server Based Application,incident,0,0
2013-10-25 15:46:00,application,Web Based Application,incident,0,0
2013-10-25 15:56:00,application,Desktop Application,incident,0,0
2013-10-25 16:06:00,application,Web Based Application,incident,0,0
2013-10-25 16:06:00,application,Web Based Application,incident,0,0
2013-10-25 16:06:00,application,Server Based Application,incident,0,0
2013-10-25 16:08:00,application,Server Based Application,incident,0,0
2013-10-25 16:17:00,application,Desktop Application,incident,0,0
2013-10-25 16:19:00,application,Server Based Application,incident,0,0
2013-10-25 16:26:00,application,Web Based Application,incident,0,0
2013-10-25 16:29:00,application,Web Based Application,incident,0,0
2013-10-25 16:30:00,application,Web Based Application,incident,0,0
2013-10-25 16:44:00,application,Web Based Application,incident,0,0
2013-10-25 16:48:00,application,Web Based Application,incident,0,0
2013-10-25 17:05:00,application,Server Based Application,incident,0,0
2013-10-25 17:42:00,application,Web Based Application,incident,0,1
2013-10-25 18:27:00,application,Server Based Application,request for information,0,0
2013-10-25 18:46:00,application,Server Based Application,request for information,0,0
2013-10-25 16:44:00,subapplication,Web Based Application,incident,0,0
2013-10-25 16:49:00,application,Server Based Application,request for information,0,0
2013-10-25 16:58:00,application,Desktop Application,request for information,0,0
2013-10-25 17:00:00,application,Desktop Application,incident,0,0
2013-10-25 17:05:00,application,Server Based Application,incident,0,0
2013-10-25 17:12:00,application,Web Based Application,incident,0,0
2013-10-25 17:33:00,application,Web Based Application,incident,0,1
2013-10-25 18:23:00,application,Web Based Application,incident,0,0
2013-10-27 09:51:00,application,Server Based Application,incident,0,0
2013-10-28 07:11:00,subapplication,Server Based Application,request for information,0,0
2013-10-28 07:12:00,application,Citrix,incident,0,0
2013-10-28 07:21:00,application,Desktop Application,incident,0,0
2013-10-28 07:25:00,application,Desktop Application,incident,0,0
2013-10-28 07:35:00,application,Desktop Application,incident,0,0
2013-10-28 07:36:00,application,Citrix,incident,0,0
2013-10-28 07:54:00,application,Citrix,incident,0,0
2013-10-28 07:58:00,application,Desktop Application,incident,0,1
2013-10-28 08:03:00,application,Citrix,incident,0,0
2013-10-28 08:08:00,application,Standard Application,incident,0,0
2013-10-28 08:09:00,computer,Windows Server,incident,0,0
2013-10-28 08:09:00,computer,Omgeving,incident,0,0
2013-10-28 08:17:00,computer,Windows Server,incident,0,0
2013-10-28 08:20:00,computer,Windows Server,incident,0,0
2013-10-28 08:26:00,application,Citrix,incident,0,0
2013-10-28 08:28:00,computer,Omgeving,incident,0,0
2013-10-28 08:40:00,computer,Omgeving,incident,0,0
2013-10-28 08:46:00,computer,Omgeving,incident,0,0
2013-10-28 08:51:00,application,Citrix,incident,0,0
2013-10-28 08:54:00,application,Citrix,incident,0,0
2013-10-28 08:55:00,computer,Omgeving,incident,0,0
2013-10-28 09:05:00,application,Server Based Application,incident,0,0
2013-10-28 09:16:00,application,Server Based Application,request for information,0,0
2013-10-28 09:17:00,application,Web Based Application,incident,0,0
2013-10-28 09:25:00,subapplication,Server Based Application,request for information,0,0
2013-10-28 09:28:00,application,Web Based Application,incident,0,0
2013-10-28 09:29:00,application,Server Based Application,request for information,0,0
2013-10-28 09:30:00,application,Server Based Application,incident,0,0
2013-10-28 09:32:00,application,Server Based Application,request for information,0,0
2013-10-28 09:45:00,application,Server Based Application,incident,0,0
2013-10-28 09:46:00,application,Server Based Application,incident,0,0
2013-10-28 10:00:00,application,Exchange,incident,0,0
2013-10-28 10:01:00,computer,Laptop,incident,0,0
2013-10-28 10:05:00,computer,Laptop,incident,0,0
2013-10-28 10:08:00,computer,Banking Device,incident,0,0
2013-10-28 10:13:00,computer,Banking Device,incident,0,0
2013-10-28 10:15:00,application,Server Based Application,incident,0,0
2013-10-28 10:18:00,application,Server Based Application,incident,0,0
2013-10-28 10:19:00,application,Server Based Application,request for information,0,0
2013-10-28 10:29:00,subapplication,Web Based Application,incident,0,0
2013-10-28 10:32:00,application,Server Based Application,incident,0,0
2013-10-28 10:34:00,application,Server Based Application,incident,0,0
2013-10-28 10:46:00,application,Citrix,incident,0,0
2013-10-27 10:20:00,application,Server Based Application,incident,0,0
2013-10-27 12:05:00,application,Server Based Application,incident,0,0
2013-10-27 12:31:00,hardware,DataCenterEquipment,incident,0,0
2013-10-27 21:32:00,application,Server Based Application,incident,0,0
2013-10-28 07:44:00,application,Standard Application,incident,0,0
2013-10-28 07:50:00,application,Standard Application,incident,0,0
2013-10-28 07:55:00,application,Desktop Application,incident,0,0
2013-10-28 08:07:00,application,Web Based Application,incident,0,1
2013-10-28 08:21:00,application,Web Based Application,incident,0,0
2013-10-28 08:25:00,application,Web Based Application,incident,0,0
2013-10-28 08:31:00,application,Desktop Application,incident,0,0
2013-10-28 08:38:00,computer,Omgeving,incident,0,0
2013-10-28 08:48:00,application,Server Based Application,request for information,0,0
2013-10-28 09:06:00,computer,Banking Device,incident,0,0
2013-10-28 09:38:00,computer,Laptop,incident,0,0
2013-10-28 09:49:00,application,Server Based Application,incident,0,0
2013-10-28 09:51:00,application,Server Based Application,incident,0,0
2013-10-28 09:52:00,application,Server Based Application,incident,0,0
2013-10-28 09:54:00,application,Server Based Application,incident,11,0
2013-10-28 09:55:00,subapplication,Web Based Application,incident,0,0
2013-10-28 10:15:00,application,Desktop Application,incident,0,0
2013-10-28 10:21:00,application,Desktop Application,incident,0,0
2013-10-28 10:30:00,application,Desktop Application,incident,0,0
2013-10-28 10:31:00,computer,Laptop,incident,0,0
2013-10-28 10:32:00,application,Server Based Application,incident,0,1
2013-10-28 10:33:00,application,Web Based Application,incident,0,0
2013-10-28 10:33:00,subapplication,Web Based Application,incident,0,0
2013-10-28 10:50:00,subapplication,Web Based Application,incident,0,0
2013-10-28 11:08:00,computer,Laptop,incident,0,0
2013-10-28 11:09:00,application,Server Based Application,incident,0,0
2013-10-28 11:31:00,application,Web Based Application,incident,0,0
2013-10-28 11:41:00,application,Server Based Application,incident,0,0
2013-10-28 11:42:00,application,Web Based Application,incident,0,0
2013-10-28 11:49:00,subapplication,Web Based Application,incident,0,0
2013-10-28 11:56:00,application,Web Based Application,incident,0,0
2013-10-28 12:03:00,application,Web Based Application,incident,0,0
2013-10-28 12:07:00,subapplication,Citrix,incident,0,0
2013-10-28 12:24:00,software,System Software,incident,0,0
2013-10-28 12:42:00,application,Web Based Application,request for information,0,0
2013-10-28 13:05:00,subapplication,Web Based Application,incident,0,0
2013-10-28 13:14:00,application,Server Based Application,incident,0,0
2013-10-28 13:23:00,application,Citrix,incident,0,0
2013-10-28 05:11:00,application,Server Based Application,incident,0,0
2013-10-28 08:18:00,application,Citrix,incident,0,0
2013-10-28 08:27:00,application,Citrix,incident,0,0
2013-10-28 08:37:00,computer,Omgeving,incident,0,0
2013-10-28 08:56:00,application,Desktop Application,incident,0,0
2013-10-28 09:06:00,application,Server Based Application,request for information,0,0
2013-10-28 09:14:00,application,Web Based Application,incident,0,0
2013-10-28 09:31:00,subapplication,Web Based Application,incident,0,0
2013-10-28 09:38:00,application,Web Based Application,incident,0,0
2013-10-28 09:44:00,application,SAP,incident,0,0
2013-10-28 09:45:00,application,Desktop Application,incident,0,0
2013-10-28 09:47:00,computer,Laptop,incident,0,0
2013-10-28 09:48:00,application,Server Based Application,incident,0,0
2013-10-28 09:50:00,application,Server Based Application,incident,0,0
2013-10-28 09:54:00,displaydevice,Monitor,incident,0,0
2013-10-28 09:55:00,computer,Laptop,incident,0,0
2013-10-28 09:55:00,application,Desktop Application,incident,0,0
2013-10-28 09:58:00,computer,Laptop,incident,0,0
2013-10-28 10:00:00,application,Server Based Application,incident,0,0
2013-10-28 10:01:00,computer,zOS Cluster,incident,0,0
2013-10-28 10:05:00,subapplication,Web Based Application,incident,0,0
2013-10-28 10:09:00,subapplication,Web Based Application,incident,0,0
2013-10-28 10:25:00,software,System Software,incident,0,0
2013-10-28 10:26:00,application,Web Based Application,incident,0,0
2013-10-28 10:27:00,application,Server Based Application,incident,0,0
2013-10-28 10:59:00,application,SAP,request for information,0,0
2013-10-28 10:59:00,subapplication,Web Based Application,incident,0,0
2013-10-28 11:04:00,application,SAP,request for information,0,0
2013-10-28 11:05:00,application,Citrix,incident,0,0
2013-10-28 11:09:00,application,Server Based Application,request for information,0,0
2013-10-28 11:10:00,application,Server Based Application,incident,0,0
2013-10-28 11:11:00,application,Server Based Application,incident,0,0
2013-10-28 11:17:00,subapplication,Web Based Application,incident,0,0
2013-10-28 11:18:00,application,Server Based Application,incident,0,0
2013-10-28 08:13:00,computer,Omgeving,incident,0,0
